customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6683-VLCTZ,Male,1,0,0,-0.5037576729981889,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1.1229861621933337,-0.1943432728705915,1
5730-DBDSI,Male,0,0,0,1.369379058123207,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),-1.4976677070686424,-0.45420268981467377,0
0030-FNXPP,Female,0,0,0,-1.1960038562387048,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.4926823160681442,-0.9821276105537041,0
2189-WWOEW,Female,0,0,1,-0.7073594915983407,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0.7025515211513048,-0.4472539872393439,1
5684-FJVYR,Female,0,1,1,1.6137012404433893,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),0.8504514541660894,1.888326274881929,0
4013-GUXND,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.461108173064988,-0.9981868342833552,0
1894-IGFSG,Female,0,0,0,-0.4223169455581282,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0.8138919201624348,-0.1656440282658164,1
7379-POKDZ,Male,0,1,0,-1.1960038562387048,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.18407085709947407,-0.9152215314712421,1
1266-NZYUI,Female,0,1,1,1.6137012404433893,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),0.06940686408801149,1.092159375361911,0
7969-FFOWG,Male,0,1,1,1.3286586944031769,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,-1.491020519067978,-0.43708461616878175,0
4718-DHSMV,Female,0,0,0,-0.8702409464784621,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,-0.9625690730151509,-0.8471463056062642,0
5175-WLYXL,Male,0,0,0,-0.4223169455581282,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,0.46823814412788106,-0.30135329253067156,0
7817-OMJNA,Male,0,0,0,-0.748079855318371,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),-1.4744025490663168,-0.8857281494292863,0
8728-SKJLR,Male,0,0,0,0.35136996512244845,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,0.3153528201125979,0.35550866488392413,0
3137-NYQQI,Male,0,1,0,-0.62591876415828,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,0,Mailed check,0.001273187081200524,-0.488703549585518,0
7706-DZNKK,Male,0,0,0,-0.8702409464784621,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),-1.4727407520661506,-0.9026697480891382,0
0236-HFWSV,Male,0,0,0,-0.7073594915983407,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.9501592741760567,-0.37000206210027964,1
3900-AQPHZ,Female,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.491020519067978,-0.9985839030019455,1
5842-POCOP,Female,0,1,0,-1.1145631287986442,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,0.8022593411612722,-0.8069982462821361,1
2037-XJFUP,Male,0,1,0,0.025607055362205634,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1.0315873271841969,0.33241250108592296,1
8823-RLPWL,Female,0,1,0,1.6137012404433893,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),1.5251410362335358,2.551100144328869,0
9505-SQFSW,Female,0,1,1,-1.1960038562387048,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,-0.8130073430001998,-0.9665536930356631,0
7314-OXENN,Male,0,0,0,-1.2367242199587352,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.572931355138347,-0.9258982681266695,1
3758-CKOQL,Female,0,1,0,1.0843365120829946,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),1.4038298552214086,1.7069541079791921,0
0322-CHQRU,Male,0,0,0,-1.2367242199587352,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,-0.6451658459834212,-0.967877255430964,1
5676-CFLYY,Male,0,1,1,1.5729808767233588,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.2854404741096075,1.2667372553021032,0
7521-AFHAB,Female,0,1,1,-1.1145631287986442,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,-0.6634456129852487,-0.9101037568760786,0
0285-INHLN,Male,0,1,1,-0.21871512695797646,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),-0.3327480099521901,-0.3410381050164444,0
4678-DVQEO,Female,0,0,0,-1.2774445836787656,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,-0.4174996569606623,-0.9843335478792057,1
5125-CNDSP,Male,0,0,1,1.247217966963116,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),-0.803036560999203,0.13484875421400433,0
0691-IFBQW,Female,1,0,0,0.5549717837226001,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,1.503537675231376,1.1433371213135468,1
4992-LTJNE,Male,0,1,1,1.6137012404433893,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),-0.31446824295036285,0.7501508524161509,0
2202-OUTMO,Female,0,1,0,0.06632741908223598,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),-0.13000877593192306,-0.12340032848246177,0
0810-BDHAW,Female,0,1,1,-0.3408762181180675,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,0,Electronic check,0.4532819711263863,-0.19893162250763466,0
0229-LFJAF,Male,0,0,0,1.6137012404433893,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),0.16246749609731476,1.158094842021152,0
7131-ZQZNK,Female,0,1,1,1.125056875803025,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),-0.16324471593524553,0.5765877036456891,0
3442-ZHHCC,Male,0,0,0,1.4508197855632678,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),0.4034280611214026,1.2087211036414125,0
5726-CVNYA,Female,0,1,1,-0.9924020376385531,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,-1.4926823160681442,-0.9426854511737364,0
9871-ELEYA,Female,0,0,1,0.06632741908223598,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),0.09599561609066982,0.02470630355171223,0
4257-GAESD,Female,0,0,0,-1.0738427650786138,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),-0.6567984249845842,-0.8755808377319793,0
5173-WXOQV,Male,0,1,0,-1.2367242199587352,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,-0.018668376920792765,-0.9439869541957822,0
2040-OBMLJ,Male,0,0,0,-0.055833672077855064,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,0,Credit card (automatic),0.5629605731373504,0.11706889937046197,0
6286-ZHAOK,Female,0,1,1,-0.5037576729981889,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),-1.303237458049206,-0.7835050137655446,0
3807-XHCJH,Female,0,1,1,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,-1.4876969250676457,-0.9985397842554355,0
3009-JWMPU,Male,0,0,0,1.2064976032430856,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1.0631614701873533,1.6950861651679936,1
5671-RQRLP,Female,1,1,0,1.5322605130033284,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),0.36188313611724954,1.3800783150863727,0
1450-GALXR,Female,0,0,0,-0.9109613101984924,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,1.1213243651931677,-0.5404768986150392,1
8859-AXJZP,Male,0,1,1,0.26992923768238775,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,-1.3614003530550205,-0.6086183025997821,0
3174-AKMAS,Female,0,1,0,0.5549717837226001,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),-0.018668376920792765,0.32039014266193955,0
3138-BKYAV,Male,0,0,0,-1.0738427650786138,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.684271754149477,-0.7914243287640952,1
9926-PJHDQ,Female,0,1,1,1.6137012404433893,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),0.40010446712107006,1.4052480599703454,0
7382-DFJTU,Male,0,0,0,-0.5851984004382496,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),-0.31779183695069496,-0.5405430767348043,0
2798-NYLMZ,Male,0,1,0,1.5729808767233588,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),1.4553455622265583,2.352720200646515,0
4289-DTDKW,Male,0,1,0,0.3106496014024181,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1.2143849972024705,0.8072846291466412,1
1820-TQVEV,Male,0,0,0,-1.2774445836787656,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.15914390209698223,-0.9766789453597151,1
2239-JALAW,Male,0,0,0,1.0436161483629645,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),1.2791950802089493,1.6475482158034351,1
4853-RULSV,Male,0,0,0,1.5322605130033284,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),1.304122035211441,2.1913117665395667,1
8098-TDCBU,Female,0,1,0,0.3920903288424788,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,-1.3132082400502028,-0.5184395847332788,0
3551-GAEGL,Male,0,1,1,0.06632741908223598,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Bank transfer (automatic),-1.1420431490330922,-0.5932429194410362,0
4785-NKHCX,Male,1,0,0,-1.1145631287986442,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),-1.4860351280674797,-0.9658257337182475,0
3196-NVXLZ,Female,0,0,0,-0.30015585439803716,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,0.6593447991469852,-0.08614204705474052,0
6275-YDUVO,Female,0,0,0,-1.2367242199587352,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,0.7125223031523015,-0.9285233335440165,1
0036-IHMOT,Female,0,1,1,0.9214550572028734,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),1.2941512532104444,1.4883236596487337,0
0115-TFERT,Male,0,1,0,-0.46303730927815856,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1.5434208032353631,0.01491194182648524,1
4178-EGMON,Male,0,1,0,1.5322605130033284,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),0.7723469951582818,1.6337831668923055,0
4220-TINQT,Female,0,1,0,1.1657772395230555,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1.3822264942192488,1.9712474589475326,0
5318-YKDPV,Male,0,1,1,0.43281069256250915,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.47820892612887816,0.5661756794693219,0
7975-TZMLR,Male,0,0,0,0.5956921474426305,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,1.2742096892084507,1.1497343395575013,0
0295-QVKPB,Male,0,0,0,-1.1145631287986442,1,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),-0.02697736192162338,-0.8670218009090334,0
4335-BSMJS,Female,0,0,0,1.2064976032430856,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),-1.2949284730483754,-0.31736839751381274,0
2311-QYMUQ,Female,0,1,1,-0.6666391278783103,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),0.8205391081630994,-0.37635516159772414,1
3643-AHCFP,Male,1,1,0,-1.0331224013585834,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.0249401391835322,-0.7230843904200573,1
9146-JRIOX,Female,0,1,1,-0.748079855318371,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.303237458049206,-0.8430432621808315,0
3104-OWCGK,Male,0,1,1,1.125056875803025,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,0.8703930181680831,1.3986081886205857,1
5337-IIWKZ,Male,0,1,1,0.06632741908223598,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,-0.6617838159850825,-0.37090649640373535,0
9101-BWFSS,Female,0,1,0,0.7178532386027215,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,1.4553455622265583,1.4680069768808643,1
9650-VBUOG,Male,0,1,1,0.22920887396235737,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.3198554280508674,-0.5820808765739984,0
3487-EARAT,Female,0,1,1,1.5322605130033284,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),0.31036742911209936,1.2966497654359044,0
2672-TGEFF,Female,0,1,1,0.18848851024232702,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.7989357471609396,0.46644525298339706,0
9231-ZJYAM,Female,1,0,0,-1.1552834925186746,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.46823814412788106,-0.8781838437760712,1
4250-WAROZ,Male,1,1,1,1.125056875803025,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0.9468356801757247,1.5402955430375502,0
8184-WMOFI,Male,0,1,1,1.2064976032430856,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),0.22063039110312907,0.9723769785871769,0
6982-SSHFK,Male,0,0,0,-1.2774445836787656,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,-0.6767399889865777,-0.9877748101069879,1
6092-QZVPP,Male,0,0,0,0.14776814652229667,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),0.47987072312904416,0.2522046199306866,0
4625-LAMOB,Male,0,0,0,0.47353105628253944,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.4744025490663168,-0.6078462245358565,0
0727-BMPLR,Female,1,0,0,0.9214550572028734,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1.1711782751981514,1.423270567919693,1
0392-BZIUW,Female,0,1,0,1.6137012404433893,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),1.3373579752147637,2.3411610890608867,0
1038-ZAGBI,Female,0,1,1,-0.8295205827584317,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),-1.4943441130683104,-0.9060668915704106,1
6549-NNDYT,Female,0,0,0,-0.7888002190384014,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),-1.127086976031597,-0.8334915535614098,0
3027-ZTDHO,Male,0,0,0,-1.2774445836787656,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.8354952811645946,-0.9677007804449238,1
0422-OHQHQ,Female,0,1,1,-0.7073594915983407,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,-1.4694171580658184,-0.8767941032610052,0
6916-HIJSE,Female,0,0,0,1.3286586944031769,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0.6676537841478158,1.4011670759181674,0
2316-ESMLS,Female,0,1,1,-0.8295205827584317,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),-1.0506443140239554,-0.8111454084540791,0
9778-OGKQZ,Male,0,1,0,1.6137012404433893,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.9052907551715716,1.9848360328726218,0
7408-OFWXJ,Female,0,1,1,1.6137012404433893,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.8321716871642622,1.8649653986048678,0
6007-TCTST,Female,0,1,1,1.6137012404433893,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),1.6963061272506461,2.7323620143653313,0
2252-NKNSI,Male,0,0,1,0.7992939660427822,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,0.677624566148813,0.9611487576003741,0
8713-IGZSO,Male,0,0,0,-1.2367242199587352,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.3265026160515319,-0.9800099107212226,0
7905-TVXTA,Female,0,0,0,-1.1145631287986442,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,-0.013682985920294679,-0.8517787739898175,0
7695-PKLCZ,Female,0,0,0,1.4508197855632678,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.4710789550659844,-0.37871551453601077,0
2382-BCKQJ,Female,0,0,1,1.2064976032430856,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1.1761636661986499,1.8222584519831577,1
8374-UULRV,Male,0,0,0,1.6137012404433893,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.7075369121518029,1.7763749556127255,0
2207-NHRJK,Male,0,0,0,-1.2774445836787656,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,-0.46402997296531395,-0.9849512103303459,1
3224-DFQNQ,Female,0,1,0,1.369379058123207,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,0.8055829351616043,1.5950248480832436,0
5275-PMFUT,Male,0,1,1,1.6137012404433893,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.001273187081200524,1.0749310048497438,0
4795-UXVCJ,Male,0,0,0,-0.2594354906780068,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),-1.4943441130683104,-0.8056085057670702,0
9777-IQHWP,Male,0,1,1,1.2879383306831464,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),0.9518210711762233,1.56136224449609,0
0947-MUGVO,Male,1,1,0,-0.5037576729981889,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.2954112561106046,-0.36168567838313886,1
9944-HKVVB,Female,0,0,0,-1.1960038562387048,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1.0083221691818711,-0.8717425067856065,1
4124-MMETB,Male,0,0,0,-0.4223169455581282,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0.9933659961803764,-0.07886245388058541,1
3671-SHRSP,Male,0,1,0,-1.1552834925186746,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,0.5264010391336954,-0.8665585540706779,1
0979-MOZQI,Male,0,1,0,1.2064976032430856,0,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),-0.8562140650045189,0.023890106741276496,0
2732-ISEZX,Female,0,0,0,-1.1145631287986442,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,-1.4710789550659844,-0.9613476809474794,0
3313-QKNKB,Male,0,1,0,1.0843365120829946,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,0.6909189421501416,1.2359203108648464,1
0323-XWWTN,Male,0,0,1,-1.1960038562387048,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,-1.2749869090463821,-0.9538695534140292,0
1937-OTUKY,Female,0,1,0,1.6137012404433893,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),1.111353583192171,2.087963602839819,0
1573-LGXBA,Male,0,1,1,1.002895784642934,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),1.0897502221900113,1.4624038960740904,0
1764-VUUMT,Male,0,0,1,1.369379058123207,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.4893587220678117,-0.447452521598639,0
5073-WXOYN,Female,0,0,0,1.125056875803025,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,-0.46402997296531395,0.32828739828723513,1
4713-ZBURT,Male,0,0,1,0.5142514200025698,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),1.1612074931971548,1.0372535953301774,0
3050-GBUSH,Female,0,0,0,-1.1960038562387048,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),-0.9958050130184734,-0.9570902219092615,0
0207-MDKNV,Female,0,0,0,-0.7073594915983407,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,1.3406815692150957,-0.30907407316992697,1
7876-AEHIG,Female,0,0,1,0.758573602322752,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),-0.15327393393424887,0.3501702965562104,0
7945-HLKEA,Female,0,0,0,1.125056875803025,1,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,0,Electronic check,-0.00038860991896550476,0.7748132317152583,0
9342-VNIMQ,Male,0,0,0,0.025607055362205634,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),-0.33607160395252245,-0.27269816667240643,0
9851-KIELU,Male,0,0,0,-0.9109613101984924,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1.506861269231708,-0.5470726512182889,1
3523-BRGUW,Male,1,0,0,-0.2594354906780068,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),-1.5109620830699715,-0.7849168136538657,0
3908-BLSYF,Female,0,0,0,-1.0738427650786138,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,0.6360796411446599,-0.7878507102967828,1
3199-NPKCN,Female,0,1,0,1.4100994218432374,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,1.5450826002355291,2.3066822886632976,0
5170-PTRKA,Female,0,1,1,0.6771328748826912,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),-0.9625690730151509,-0.2211674707486903,0
4661-NJEUX,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,-1.4860351280674797,-0.9985177248821804,0
2123-AGEEN,Female,1,0,0,-1.0331224013585834,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,0.6510358141461546,-0.738393595459038,0
1258-YMZNM,Female,1,0,0,-0.21871512695797646,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),1.5201556452330371,0.2533737667132025,0
0048-LUMLS,Male,0,1,1,0.18848851024232702,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Credit card (automatic),0.8787020031689138,0.4254148187290683,0
7549-MYGPK,Female,0,1,1,1.247217966963116,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,1.1894580421999785,1.7347709776537668,1
5898-IGSLP,Male,0,1,1,-0.055833672077855064,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,0.8155537171626008,0.23810868042073183,0
3804-RVTGV,Male,0,1,1,0.7178532386027215,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.2991366442109427,1.206471047569401,1
6259-WJQLC,Male,1,0,0,-0.015113308357824713,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),0.5430190091353566,0.1482167344065438,0
9227-LUNBG,Female,0,0,0,-1.2774445836787656,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,-1.3348116010523623,-0.9965103219159741,1
7997-EASSD,Female,0,1,0,1.247217966963116,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),0.5463426031356892,1.1831763494121048,0
0730-KOAVE,Male,0,0,0,-0.0965540357978854,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),0.9817334171792131,0.1748865166718574,0
8975-SKGRX,Male,0,1,0,1.5729808767233588,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),1.7062769092516428,2.6591469545319346,0
0678-RLHVP,Female,0,0,0,0.8400143297628127,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,1.3556377422165908,1.4995739400087915,0
4315-MURBD,Female,0,0,0,-0.8295205827584317,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.1346187411944968,-0.5128144445532499,1
2267-FPIMA,Male,0,1,0,0.7178532386027215,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),0.9850570111795457,1.161028738664069,0
1051-GEJLJ,Female,0,0,0,-1.2367242199587352,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.504314895069307,-0.9952088188939281,0
9734-YWGEX,Female,0,0,0,-0.9516816739185228,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),1.114677177192503,-0.599926909537306,1
